ITHTS,HQTS(1),HQTS(2),HQTS(3),HQTS(4),HQTS(5),HQTS(6),HQTS(7),HQTS(8),HQTS(9),HQTS(10),HQTS(11),HQTS(12)
12/31/1989_24:00,435.96,194.09,130.77,9999.0,9999.0,9999.0,123.10991167811578,204.67028571428574,230.53199999999998,9999,9999,9999
01/31/1990_24:00,438.29,197.24,131.04,9999.0,9999.0,9999.0,123.03532875368008,204.60228571428576,231.76013793103448,9999,9999,9999
02/28/1990_24:00,441.31,196.61,131.24,9999.0,9999.0,9999.0,123.2394504416094,205.34171428571432,232.78805620608898,9999,9999,9999
03/31/1990_24:00,444.68,199.33,129.91,9999.0,9999.0,9999.0,123.1844946025515,201.2,231.5488275862069,9999,9999,9999
04/30/1990_24:00,445.69,197.28,128.75,9999.0,9999.0,9999.0,123.84789008832188,200.74,232.28868965517242,9999,9999,9999
05/31/1990_24:00,445.8,196.69,130.12,9999.0,9999.0,9999.0,123.42983316977428,202.15483870967742,233.36416861826694,9999,9999,9999
06/30/1990_24:00,447.31,196.38,130.76,9999.0,9999.0,9999.0,123.88518155053973,203.3083870967742,229.9344827586207,9999,9999,9999
07/31/1990_24:00,445.42,194.99,130.39,9999.0,9999.0,9999.0,123.95976447497546,203.61806451612904,230.7344827586207,9999,9999,9999
08/31/1990_24:00,443.65,193.67,129.2,9999.0,9999.0,9999.0,123.49656526005887,201.82,231.76013793103448,9999,9999,9999
09/30/1990_24:00,437.92,193.69,131.61,9999.0,9999.0,9999.0,123.38665358194307,199.94727272727272,219.535279025016,9999,9999,9999
10/31/1990_24:00,430.33,193.09,131.05,9999.0,9999.0,9999.0,122.97931034482758,198.82454545454544,220.58062622309197,9999,9999,9999
11/30/1990_24:00,429.58,190.07,131.16,9999.0,9999.0,9999.0,122.90574712643678,197.64000000000001,220.58062622309197,9999,9999,9999
12/31/1990_24:00,429.37,188.56,127.26,9999.0,9999.0,9999.0,123.2296368989205,201.28,224.38414872798435,9999,9999,9999
01/31/1991_24:00,429.13,187.18,131.44,9999.0,9999.0,9999.0,122.69885057471264,200.91384615384618,227.770303030303,9999,9999,9999
02/28/1991_24:00,429.47,186.09,130.55,9999.0,9999.0,9999.0,123.56133464180567,201.17,229.25034482758622,9999,9999,9999
03/31/1991_24:00,439.68,186.12,132.14,9999.0,9999.0,9999.0,121.4344827586207,202.7741935483871,231.4434482758621,9999,9999,9999
04/30/1991_24:00,455.28,183.85,130.56,9999.0,9999.0,9999.0,122.60689655172413,203.0916129032258,229.43793103448277,9999,9999,9999
05/31/1991_24:00,458.9,179.88,128.63,9999.0,9999.0,9999.0,123.26692836113837,201.7,233.07611241217796,9999,9999,9999
06/30/1991_24:00,458.45,180.09,129.13,9999.0,9999.0,9999.0,123.37684003925416,201.87,234.084074941452,9999,9999,9999
07/31/1991_24:00,457.06,179.56,130.4,9999.0,9999.0,9999.0,123.5809617271835,203.76258064516128,233.07611241217796,9999,9999,9999
08/31/1991_24:00,452.5,179.08,132.25,9999.0,9999.0,9999.0,123.10009813542688,202.65806451612903,234.35011709601875,9999,9999,9999
09/30/1991_24:00,445.39,179.41,132.66,9999.0,9999.0,9999.0,123.396467124632,203.4735483870968,225.3618181818182,9999,9999,9999
10/31/1991_24:00,438.13,181.4,130.1,9999.0,9999.0,9999.0,123.27674190382727,199.48909090909092,222.26908023483367,9999,9999,9999
11/30/1991_24:00,435.02,177.56,130.24,9999.0,9999.0,9999.0,123.07262021589794,198.36363636363637,223.13013698630135,9999,9999,9999
12/31/1991_24:00,435.23,180.81,130.96,9999.0,9999.0,9999.0,123.06280667320902,198.12454545454548,225.07454545454544,9999,9999,9999
01/31/1992_24:00,437.26,180.03,132.25,9999.0,9999.0,9999.0,123.11972522080471,200.1153846153846,227.3557575757576,9999,9999,9999
02/29/1992_24:00,446.92,182.59,133.37,9999.0,9999.0,9999.0,123.04514229636898,200.8553846153846,228.5,9999,9999,9999
03/31/1992_24:00,462.79,187.97,130.99,9999.0,9999.0,9999.0,122.49195402298851,203.95870967741934,232.884074941452,9999,9999,9999
04/30/1992_24:00,468.47,184.98,129.98,9999.0,9999.0,9999.0,122.49425287356321,204.16514285714288,235.77027027027026,9999,9999,9999
05/31/1992_24:00,468.4,180.07,128.37,9999.0,9999.0,9999.0,122.75172413793103,204.87428571428575,235.26602316602316,9999,9999,9999
06/30/1992_24:00,467.22,179.95,129.43,9999.0,9999.0,9999.0,124.33464180569185,203.29806451612905,232.39406896551725,9999,9999,9999
07/31/1992_24:00,466.21,179.93,130.06,9999.0,9999.0,9999.0,124.02060843964671,202.02903225806452,232.39406896551725,9999,9999,9999
08/31/1992_24:00,458.99,179.04,130.88,9999.0,9999.0,9999.0,122.58620689655172,202.29032258064518,232.78805620608898,9999,9999,9999
09/30/1992_24:00,449.76,179.27,130.36,9999.0,9999.0,9999.0,123.55348380765454,201.42,227.770303030303,9999,9999,9999
10/31/1992_24:00,444.36,179.35,126.73,9999.0,9999.0,9999.0,122.86436781609194,199.91454545454548,224.03816046966733,9999,9999,9999
11/30/1992_24:00,442.88,175.77,126.97,9999.0,9999.0,9999.0,122.39999999999999,199.1290909090909,226.6430303030303,9999,9999,9999
12/31/1992_24:00,441.43,172.48,132.0,9999.0,9999.0,9999.0,121.97471264367816,199.09090909090907,229.63655172413792,9999,9999,9999
01/31/1993_24:00,438.26,184.68,131.99,9999.0,9999.0,9999.0,123.6457311089303,201.28,232.07737931034484,9999,9999,9999
02/28/1993_24:00,450.07,198.08,129.77,9999.0,9999.0,9999.0,122.0367816091954,202.25161290322578,232.59601873536297,9999,9999,9999
03/31/1993_24:00,462.46,208.64,132.11,9999.0,9999.0,9999.0,123.26692836113837,206.90000000000003,236.6866666666667,9999,9999,9999
04/30/1993_24:00,471.84,213.42,128.98,9999.0,9999.0,9999.0,122.81379310344829,206.74,237.43333333333334,9999,9999,9999
05/31/1993_24:00,471.9,224.22,129.55,9999.0,9999.0,9999.0,122.69885057471264,207.147,238.33333333333334,9999,9999,9999
06/30/1993_24:00,471.49,232.11,130.99,9999.0,9999.0,9999.0,122.33793103448276,207.3255,233.980093676815,9999,9999,9999
07/31/1993_24:00,469.61,226.77,130.34,9999.0,9999.0,9999.0,123.26692836113837,205.88685714285717,233.66814988290398,9999,9999,9999
08/31/1993_24:00,462.73,222.93,130.16,9999.0,9999.0,9999.0,122.04827586206896,207.8715,233.87611241217797,9999,9999,9999
09/30/1993_24:00,451.03,221.34,127.84,9999.0,9999.0,9999.0,122.84367816091954,204.60228571428576,231.13944827586207,9999,9999,9999
10/31/1993_24:00,446.56,219.63,128.66,9999.0,9999.0,9999.0,124.24631992149166,198.62454545454545,224.03816046966733,9999,9999,9999
11/30/1993_24:00,442.25,218.52,130.44,9999.0,9999.0,9999.0,123.1844946025515,199.26,225.3618181818182,9999,9999,9999
12/31/1993_24:00,439.75,217.32,130.06,9999.0,9999.0,9999.0,123.67320902845927,198.08454545454546,227.38606060606062,9999,9999,9999
01/31/1994_24:00,440.77,215.28,129.19,9999.0,9999.0,9999.0,123.00785083415111,197.48888888888888,229.63655172413792,9999,9999,9999
02/28/1994_24:00,447.01,213.93,129.65,9999.0,9999.0,9999.0,123.35132482826299,199.2163636363636,232.980093676815,9999,9999,9999
03/31/1994_24:00,453.41,211.83,128.72,9999.0,9999.0,9999.0,123.72031403336604,202.84193548387094,233.87611241217797,9999,9999,9999
04/30/1994_24:00,449.16,208.59,129.19,9999.0,9999.0,9999.0,123.47890088321883,203.7832258064516,237.93333333333334,9999,9999,9999
05/31/1994_24:00,446.65,204.81,128.18,9999.0,9999.0,9999.0,123.61629048086358,204.3497142857143,235.77027027027026,9999,9999,9999
06/30/1994_24:00,445.58,203.01,130.28,9999.0,9999.0,9999.0,123.45142296368988,206.11,235.45752895752895,9999,9999,9999
07/31/1994_24:00,443.31,201.81,129.34,9999.0,9999.0,9999.0,123.13738959764474,203.16387096774193,233.26814988290397,9999,9999,9999
08/31/1994_24:00,441.05,198.75,131.36,9999.0,9999.0,9999.0,123.70068694798823,205.10514285714288,236.0830115830116,9999,9999,9999
09/30/1994_24:00,437.9,199.14,131.61,9999.0,9999.0,9999.0,123.21982335623159,205.37257142857146,229.53724137931033,9999,9999,9999
10/31/1994_24:00,429.75,200.01,129.39,9999.0,9999.0,9999.0,123.44160942100098,202.55806451612904,223.13013698630135,9999,9999,9999
11/30/1994_24:00,425.72,200.16,130.61,9999.0,9999.0,9999.0,123.21197252208046,202.11612903225804,225.87333333333333,9999,9999,9999
12/31/1994_24:00,428.12,202.41,129.77,9999.0,9999.0,9999.0,123.65358194308143,202.08709677419353,227.71939393939394,9999,9999,9999
01/31/1995_24:00,447.15,209.97,130.34,9999.0,9999.0,9999.0,122.65287356321839,204.34000000000003,232.07737931034484,9999,9999,9999
02/28/1995_24:00,440.11,209.77,130.87,9999.0,9999.0,9999.0,123.41413150147201,205.7634285714286,233.26814988290397,9999,9999,9999
03/31/1995_24:00,458.14,221.4,132.38,9999.0,9999.0,9999.0,122.91724137931035,206.19,235.45752895752895,9999,9999,9999
04/30/1995_24:00,466.34,214.77,132.62,9999.0,9999.0,9999.0,122.7103448275862,204.34000000000003,235.87451737451735,9999,9999,9999
05/31/1995_24:00,471.47,219.99,132.06,9999.0,9999.0,9999.0,122.57471264367815,204.62857142857143,233.772131147541,9999,9999,9999
06/30/1995_24:00,469.42,227.73,130.79,9999.0,9999.0,9999.0,122.8551724137931,204.62857142857143,236.39575289575288,9999,9999,9999
07/31/1995_24:00,467.08,230.61,131.38,9999.0,9999.0,9999.0,123.71835132482825,207.84,235.77027027027026,9999,9999,9999
08/31/1995_24:00,459.57,228.99,130.51,9999.0,9999.0,9999.0,122.84597701149426,203.101935483871,235.17027027027027,9999,9999,9999
09/30/1995_24:00,454.3,220.65,130.28,9999.0,9999.0,9999.0,121.98620689655172,201.7,224.153228962818,9999,9999,9999
10/31/1995_24:00,447.05,214.2,125.38,9999.0,9999.0,9999.0,123.6810598626104,201.3846153846154,221.50195694716243,9999,9999,9999
11/30/1995_24:00,438.2,214.14,129.8,9999.0,9999.0,9999.0,122.81379310344829,203.15354838709675,221.50195694716243,9999,9999,9999
12/31/1995_24:00,439.14,213.36,127.95,9999.0,9999.0,9999.0,123.70068694798823,204.68971428571427,223.16927592954988,9999,9999,9999
01/31/1996_24:00,443.38,217.02,130.96,9999.0,9999.0,9999.0,123.45142296368988,206.60000000000002,234.396018735363,9999,9999,9999
02/29/1996_24:00,449.32,215.13,129.84,9999.0,9999.0,9999.0,123.30421982335622,204.0874285714286,232.78805620608898,9999,9999,9999
03/31/1996_24:00,456.09,206.19,131.97,9999.0,9999.0,9999.0,123.62610402355249,204.8062857142857,233.87611241217797,9999,9999,9999
04/30/1996_24:00,468.08,210.04,131.93,9999.0,9999.0,9999.0,123.52404317958782,203.98967741935485,235.34169884169881,9999,9999,9999
05/31/1996_24:00,469.47,230.0,131.62,9999.0,9999.0,9999.0,123.52404317958782,205.928,234.5957528957529,9999,9999,9999
06/30/1996_24:00,469.65,232.76,131.44,9999.0,9999.0,9999.0,124.24631992149166,205.28000000000003,234.80463320463323,9999,9999,9999
07/31/1996_24:00,466.46,224.08,130.3,9999.0,9999.0,9999.0,123.99116781157997,206.54,232.51358313817332,9999,9999,9999
08/31/1996_24:00,460.59,219.12,131.45,9999.0,9999.0,9999.0,124.28557409224729,203.98967741935485,231.6448275862069,9999,9999,9999
09/30/1996_24:00,454.08,216.28,129.94,9999.0,9999.0,9999.0,123.70068694798823,204.63142857142861,232.2318620689655,9999,9999,9999
10/31/1996_24:00,445.71,219.04,123.85,9999.0,9999.0,9999.0,123.6810598626104,206.86,225.17030303030302,9999,9999,9999
11/30/1996_24:00,441.66,221.24,129.55,9999.0,9999.0,9999.0,123.96172718351323,204.81600000000003,224.69151515151515,9999,9999,9999
12/31/1996_24:00,441.42,219.88,128.92,9999.0,9999.0,9999.0,121.59770114942529,208.69565217391303,227.3557575757576,9999,9999,9999
01/31/1997_24:00,451.85,227.57,132.19,9999.0,9999.0,9999.0,122.7816091954023,203.13290322580644,232.3256551724138,9999,9999,9999
02/28/1997_24:00,446.75,209.57,131.4,9999.0,9999.0,9999.0,122.64827586206897,206.0,232.71077283372367,9999,9999,9999
03/31/1997_24:00,452.65,207.01,130.76,9999.0,9999.0,9999.0,123.0549558390579,205.10514285714288,233.46018735362998,9999,9999,9999
04/30/1997_24:00,454.16,211.41,130.38,9999.0,9999.0,9999.0,123.99116781157997,201.28,232.39406896551725,9999,9999,9999
05/31/1997_24:00,450.9,220.93,130.21,9999.0,9999.0,9999.0,123.25711481844945,207.8505,237.24666666666667,9999,9999,9999
06/30/1997_24:00,447.18,222.13,129.18,9999.0,9999.0,9999.0,123.75564278704611,203.72258064516132,232.28868965517242,9999,9999,9999
07/31/1997_24:00,445.68,219.44,130.8,9999.0,9999.0,9999.0,123.38665358194307,206.82999999999998,234.5,9999,9999,9999
08/31/1997_24:00,444.16,218.44,131.28,9999.0,9999.0,9999.0,123.03532875368008,206.29999999999998,236.28378378378378,9999,9999,9999
09/30/1997_24:00,443.01,217.52,131.8,9999.0,9999.0,9999.0,123.83022571148184,206.07999999999998,229.63655172413792,9999,9999,9999
10/31/1997_24:00,439.16,220.8,128.38,9999.0,9999.0,9999.0,123.27674190382727,206.07999999999998,229.43793103448277,9999,9999,9999
11/30/1997_24:00,437.52,222.4,129.34,9999.0,9999.0,9999.0,123.91265947006869,202.29032258064518,224.97878787878787,9999,9999,9999
12/31/1997_24:00,444.02,219.76,130.35,9999.0,9999.0,9999.0,123.99116781157997,201.44,228.5,9999,9999,9999
01/31/1998_24:00,445.69,221.96,130.17,9999.0,9999.0,9999.0,124.23650637880274,205.44457142857144,230.7344827586207,9999,9999,9999
02/28/1998_24:00,449.21,218.32,130.48,9999.0,9999.0,9999.0,123.19234543670265,205.44457142857144,233.980093676815,9999,9999,9999
03/31/1998_24:00,454.24,208.6,130.85,9999.0,9999.0,9999.0,121.08735632183908,204.10685714285717,234.5957528957529,9999,9999,9999
04/30/1998_24:00,468.86,211.44,129.66,9999.0,9999.0,9999.0,122.77241379310345,204.3594285714286,234.396018735363,9999,9999,9999
05/31/1998_24:00,470.66,216.76,130.86,9999.0,9999.0,9999.0,123.35917566241413,204.28171428571432,232.5360655737705,9999,9999,9999
06/30/1998_24:00,470.25,233.56,131.71,9999.0,9999.0,9999.0,123.91265947006869,205.17714285714288,235.55482625482625,9999,9999,9999
07/31/1998_24:00,467.19,223.68,131.04,9999.0,9999.0,9999.0,123.53581943081451,204.89371428571428,236.5966666666667,9999,9999,9999
08/31/1998_24:00,461.33,211.32,130.69,9999.0,9999.0,9999.0,124.09911678115799,207.0,237.63333333333335,9999,9999,9999
09/30/1998_24:00,455.81,213.04,130.85,9999.0,9999.0,9999.0,124.45240431795878,203.65935483870967,236.83333333333334,9999,9999,9999
10/31/1998_24:00,446.68,217.52,130.69,9999.0,9999.0,9999.0,122.89655172413794,202.958064516129,222.59158512720154,9999,9999,9999
11/30/1998_24:00,438.09,218.72,130.21,9999.0,9999.0,9999.0,124.43277723258095,203.20516129032256,219.776459268762,9999,9999,9999
12/31/1998_24:00,437.8,218.76,128.12,9999.0,9999.0,9999.0,123.44160942100098,203.5251612903226,219.65586914688902,9999,9999,9999
01/31/1999_24:00,441.25,221.48,128.65,9999.0,9999.0,9999.0,124.30520117762512,201.64615384615385,234.188056206089,9999,9999,9999
02/28/1999_24:00,450.25,216.16,130.27,9999.0,9999.0,9999.0,123.52404317958782,204.9411428571429,233.07611241217796,9999,9999,9999
03/31/1999_24:00,463.12,215.64,132.24,9999.0,9999.0,9999.0,123.26692836113837,203.48387096774192,233.46018735362998,9999,9999,9999
04/30/1999_24:00,471.19,216.08,132.05,9999.0,9999.0,9999.0,122.39999999999999,204.34000000000003,236.1872586872587,9999,9999,9999
05/31/1999_24:00,469.38,217.16,131.03,9999.0,9999.0,9999.0,122.88505747126436,205.24914285714289,235.87451737451735,9999,9999,9999
06/30/1999_24:00,468.7,225.16,131.2,9999.0,9999.0,9999.0,123.47890088321883,205.55428571428575,235.66602316602314,9999,9999,9999
07/31/1999_24:00,463.66,222.4,129.91,9999.0,9999.0,9999.0,123.32188420019625,202.54193548387096,236.39575289575288,9999,9999,9999
08/31/1999_24:00,457.09,218.84,129.78,9999.0,9999.0,9999.0,123.5809617271835,207.18900000000002,237.93333333333334,9999,9999,9999
09/30/1999_24:00,452.58,217.48,129.99,9999.0,9999.0,9999.0,123.43179587831207,206.46,235.77027027027026,9999,9999,9999
10/31/1999_24:00,445.75,220.52,128.19,9999.0,9999.0,9999.0,121.38620689655171,202.97806451612905,228.12545454545455,9999,9999,9999
11/30/1999_24:00,441.66,221.4,132.02,9999.0,9999.0,9999.0,122.88505747126436,203.39096774193547,227.45757575757574,9999,9999,9999
12/31/1999_24:00,442.32,220.72,131.23,9999.0,9999.0,9999.0,122.7103448275862,202.958064516129,233.564168618267,9999,9999,9999
01/31/2000_24:00,445.38,220.12,131.5,9999.0,9999.0,9999.0,122.65747126436781,203.4193548387097,231.96593103448276,9999,9999,9999
02/29/2000_24:00,454.94,219.0,131.26,9999.0,9999.0,9999.0,123.03729146221785,204.99200000000002,227.45757575757574,9999,9999,9999
03/31/2000_24:00,460.12,215.6,131.92,9999.0,9999.0,9999.0,123.75564278704611,205.78400000000002,234.084074941452,9999,9999,9999
04/30/2000_24:00,466.28,217.32,131.52,9999.0,9999.0,9999.0,123.60843964671245,206.75,235.07451737451737,9999,9999,9999
05/31/2000_24:00,469.23,224.88,130.33,9999.0,9999.0,9999.0,123.27674190382727,208.3817391304348,234.084074941452,9999,9999,9999
06/30/2000_24:00,466.67,226.36,130.85,9999.0,9999.0,9999.0,123.79097154072619,206.31,234.6915057915058,9999,9999,9999
07/31/2000_24:00,460.22,222.4,129.43,9999.0,9999.0,9999.0,124.37389597644747,206.29,235.83976833976834,9999,9999,9999
08/31/2000_24:00,453.39,220.08,131.18,9999.0,9999.0,9999.0,123.65554465161921,209.03000000000003,237.24666666666667,9999,9999,9999
09/30/2000_24:00,448.32,218.44,131.29,9999.0,9999.0,9999.0,122.77241379310345,205.79428571428573,236.96666666666667,9999,9999,9999
10/31/2000_24:00,441.38,221.2,130.49,9999.0,9999.0,9999.0,124.08930323846909,205.10514285714288,232.18275862068967,9999,9999,9999
11/30/2000_24:00,439.06,221.08,132.46,9999.0,9999.0,9999.0,124.94308145240431,203.93806451612903,230.83600000000004,9999,9999,9999
12/31/2000_24:00,439.3,220.84,131.68,9999.0,9999.0,9999.0,123.61825318940136,203.97935483870967,234.188056206089,9999,9999,9999
01/31/2001_24:00,441.09,218.08,131.36,9999.0,9999.0,9999.0,122.23448275862069,204.49885714285716,234.6915057915058,9999,9999,9999
02/28/2001_24:00,447.39,215.6,128.17,9999.0,9999.0,9999.0,123.41609421000979,207.03,233.980093676815,9999,9999,9999
03/31/2001_24:00,460.26,213.56,131.79,9999.0,9999.0,9999.0,122.84597701149426,204.77714285714285,234.188056206089,9999,9999,9999
04/30/2001_24:00,465.91,213.88,128.42,9999.0,9999.0,9999.0,122.79310344827587,206.37,236.87333333333336,9999,9999,9999
05/31/2001_24:00,461.3,212.32,128.66,9999.0,9999.0,9999.0,123.22178606476938,205.44457142857144,236.1872586872587,9999,9999,9999
06/30/2001_24:00,456.84,207.88,130.43,9999.0,9999.0,9999.0,123.14720314033364,204.86457142857142,235.87451737451735,9999,9999,9999
07/31/2001_24:00,454.75,205.4,128.76,9999.0,9999.0,9999.0,123.63591756624142,205.70171428571427,235.36177606177608,9999,9999,9999
08/31/2001_24:00,448.72,202.96,130.57,9999.0,9999.0,9999.0,123.60843964671245,205.79428571428573,235.66602316602314,9999,9999,9999
09/30/2001_24:00,439.9,200.2,128.63,9999.0,9999.0,9999.0,123.49852796859666,206.48000000000002,234.084074941452,9999,9999,9999
10/31/2001_24:00,434.14,202.24,126.4,9999.0,9999.0,9999.0,123.74779195289497,203.6903225806452,226.74484848484846,9999,9999,9999
11/30/2001_24:00,435.51,199.72,127.41,9999.0,9999.0,9999.0,122.49425287356321,202.3483870967742,226.6430303030303,9999,9999,9999
12/31/2001_24:00,445.08,201.84,131.16,9999.0,9999.0,9999.0,123.23159960745828,203.06064516129032,227.05030303030304,9999,9999,9999
01/31/2002_24:00,447.61,208.64,130.41,9999.0,9999.0,9999.0,122.5448275862069,203.1767741935484,227.3557575757576,9999,9999,9999
02/28/2002_24:00,451.64,207.64,131.96,9999.0,9999.0,9999.0,122.77241379310345,202.57225806451612,227.2539393939394,9999,9999,9999
03/31/2002_24:00,459.58,214.12,129.52,9999.0,9999.0,9999.0,123.21197252208046,205.14514285714287,235.77027027027026,9999,9999,9999
04/30/2002_24:00,461.06,218.0,128.9,9999.0,9999.0,9999.0,124.23650637880274,206.80399999999997,235.97876447876448,9999,9999,9999
05/31/2002_24:00,460.13,215.6,131.9,9999.0,9999.0,9999.0,123.42394504416094,207.21050000000002,235.45752895752895,9999,9999,9999
06/30/2002_24:00,457.8,216.44,128.67,9999.0,9999.0,9999.0,123.75564278704611,206.96450000000002,235.07451737451737,9999,9999,9999
07/31/2002_24:00,456.24,212.84,129.79,9999.0,9999.0,9999.0,123.94210009813541,206.75,235.45752895752895,9999,9999,9999
08/31/2002_24:00,450.16,210.04,129.79,9999.0,9999.0,9999.0,123.97154072620214,206.60500000000002,235.45752895752895,9999,9999,9999
09/30/2002_24:00,441.83,208.32,131.14,9999.0,9999.0,9999.0,123.50834151128555,206.5515,235.45752895752895,9999,9999,9999
10/31/2002_24:00,434.98,210.48,127.67,9999.0,9999.0,9999.0,123.82041216879293,206.5585,226.6430303030303,9999,9999,9999
11/30/2002_24:00,434.96,210.28,128.01,9999.0,9999.0,9999.0,123.62806673209028,203.54580645161292,227.3557575757576,9999,9999,9999
12/31/2002_24:00,441.7,212.56,129.12,9999.0,9999.0,9999.0,123.33169774288517,204.30114285714288,229.7358620689655,9999,9999,9999
01/31/2003_24:00,446.14,215.92,128.88,9999.0,9999.0,9999.0,124.03042198233561,205.23885714285717,229.25034482758622,9999,9999,9999
02/28/2003_24:00,452.2,219.52,128.34,9999.0,9999.0,9999.0,124.42296368989204,205.04857142857145,233.46018735362998,9999,9999,9999
03/31/2003_24:00,462.52,219.24,131.92,9999.0,9999.0,9999.0,123.21197252208046,205.70171428571427,234.78725868725869,9999,9999,9999
04/30/2003_24:00,471.15,220.52,132.93,9999.0,9999.0,9999.0,124.58979391560352,206.1475,235.77027027027026,9999,9999,9999
05/31/2003_24:00,472.34,227.16,133.16,9999.0,9999.0,9999.0,122.9287356321839,205.74400000000003,234.396018735363,9999,9999,9999
06/30/2003_24:00,471.22,230.0,133.27,9999.0,9999.0,9999.0,123.29440628066732,206.07999999999998,235.97876447876448,9999,9999,9999
07/31/2003_24:00,465.81,222.36,131.24,9999.0,9999.0,9999.0,124.0107948969578,205.09485714285717,236.29150579150578,9999,9999,9999
08/31/2003_24:00,460.62,216.6,130.73,9999.0,9999.0,9999.0,123.10991167811578,206.28,235.07451737451737,9999,9999,9999
09/30/2003_24:00,453.76,215.28,130.51,9999.0,9999.0,9999.0,123.4612365063788,206.28,229.53724137931033,9999,9999,9999
10/31/2003_24:00,443.99,216.96,129.78,9999.0,9999.0,9999.0,124.05004906771343,203.95290322580644,230.43103448275863,9999,9999,9999
11/30/2003_24:00,440.18,215.84,128.21,9999.0,9999.0,9999.0,123.79293424926396,205.08457142857145,229.53724137931033,9999,9999,9999
12/31/2003_24:00,443.01,216.88,130.22,9999.0,9999.0,9999.0,123.76545632973503,204.10685714285717,229.7358620689655,9999,9999,9999
01/31/2004_24:00,440.59,220.2,132.84,9999.0,9999.0,9999.0,123.48871442590774,204.79657142857144,229.53724137931033,9999,9999,9999
02/29/2004_24:00,454.84,221.24,133.39,9999.0,9999.0,9999.0,123.40628066732089,204.68,236.29150579150578,9999,9999,9999
03/31/2004_24:00,461.65,226.28,131.91,9999.0,9999.0,9999.0,123.13935230618252,205.3314285714286,236.39575289575288,9999,9999,9999
04/30/2004_24:00,468.32,227.24,132.61,9999.0,9999.0,9999.0,123.8125613346418,206.57,235.56177606177607,9999,9999,9999
05/31/2004_24:00,465.05,219.88,132.13,9999.0,9999.0,9999.0,122.56551724137931,205.57828571428576,236.5,9999,9999,9999
06/30/2004_24:00,461.23,216.07,130.34,9999.0,9999.0,9999.0,123.85770363101078,205.26971428571431,236.5966666666667,9999,9999,9999
07/31/2004_24:00,454.8,212.96,129.48,9999.0,9999.0,9999.0,123.90480863591756,205.3314285714286,235.97876447876448,9999,9999,9999
08/31/2004_24:00,447.44,210.6,130.56,9999.0,9999.0,9999.0,123.96172718351323,205.52685714285715,235.97876447876448,9999,9999,9999
09/30/2004_24:00,442.0,209.2,132.21,9999.0,9999.0,9999.0,123.47890088321883,204.28171428571432,229.7358620689655,9999,9999,9999
10/31/2004_24:00,436.4,210.6,127.31,9999.0,9999.0,9999.0,122.99080459770114,203.36,220.13822963438102,9999,9999,9999
11/30/2004_24:00,437.14,209.36,129.05,9999.0,9999.0,9999.0,123.6457311089303,204.1457142857143,220.13822963438102,9999,9999,9999
12/31/2004_24:00,442.03,211.2,129.76,9999.0,9999.0,9999.0,123.30421982335622,204.16514285714288,220.13822963438102,9999,9999,9999
01/31/2005_24:00,446.1,219.8,133.15,9999.0,9999.0,9999.0,123.1844946025515,205.6914285714286,232.5,9999,9999,9999
02/28/2005_24:00,455.54,224.2,128.99,9999.0,9999.0,9999.0,121.52183908045976,206.76999999999998,235.17027027027027,9999,9999,9999
03/31/2005_24:00,465.21,229.28,132.36,9999.0,9999.0,9999.0,124.31501472031402,207.1995,236.87333333333336,9999,9999,9999
04/30/2005_24:00,470.85,229.4,133.67,9999.0,9999.0,9999.0,122.66896551724139,207.63,236.0830115830116,9999,9999,9999
05/31/2005_24:00,471.35,232.84,132.6,9999.0,9999.0,9999.0,121.13563218390804,209.0,236.29150579150578,9999,9999,9999
06/30/2005_24:00,471.03,234.08,131.58,9999.0,9999.0,9999.0,123.69283611383709,205.96914285714288,235.77027027027026,9999,9999,9999
07/31/2005_24:00,466.5,228.72,132.08,9999.0,9999.0,9999.0,124.63886162904807,207.77700000000002,236.0830115830116,9999,9999,9999
08/31/2005_24:00,458.46,222.8,132.47,9999.0,9999.0,9999.0,124.73699705593718,206.72,236.96666666666667,9999,9999,9999
09/30/2005_24:00,448.11,217.84,131.51,9999.0,9999.0,9999.0,123.76545632973503,207.35699999999997,235.77027027027026,9999,9999,9999
10/31/2005_24:00,445.41,220.2,130.48,9999.0,9999.0,9999.0,123.62806673209028,204.99714285714288,224.59575757575757,9999,9999,9999
11/30/2005_24:00,443.24,219.48,131.7,9999.0,9999.0,9999.0,124.11874386653581,203.79354838709676,223.57632093933464,9999,9999,9999
12/31/2005_24:00,447.1,223.44,131.17,9999.0,9999.0,9999.0,121.80229885057472,205.77371428571428,225.45757575757574,9999,9999,9999
01/31/2006_24:00,444.23,213.0,128.31,9999.0,9999.0,9999.0,122.183908045977,205.80457142857142,232.78805620608898,9999,9999,9999
02/28/2006_24:00,455.63,213.04,130.66,9999.0,9999.0,9999.0,123.02747791952895,206.4,235.17027027027027,9999,9999,9999
03/31/2006_24:00,462.14,224.72,131.2,9999.0,9999.0,9999.0,123.12953876349361,205.10514285714288,236.96666666666667,9999,9999,9999
04/30/2006_24:00,467.17,226.96,133.96,9999.0,9999.0,9999.0,123.08243375858683,205.4137142857143,236.5966666666667,9999,9999,9999
05/31/2006_24:00,471.72,230.52,133.11,9999.0,9999.0,9999.0,123.41609421000979,208.1008695652174,237.06,9999,9999,9999
06/30/2006_24:00,470.25,232.48,130.86,9999.0,9999.0,9999.0,122.73103448275862,207.6195,235.17027027027027,9999,9999,9999
