Year,Month,VALUE,Datetime_EOM,C2VSim_Date,Sensor
1993,5,123.23620689655172,1993-05-31,05/31/1993_24:00,6
1993,6,122.8625,1993-06-30,06/30/1993_24:00,6
1993,7,123.16354838709678,1993-07-31,07/31/1993_24:00,6
1993,8,123.52,1993-08-31,08/31/1993_24:00,6
1993,9,123.27866666666667,1993-09-30,09/30/1993_24:00,6
1993,10,123.41344827586208,1993-10-31,10/31/1993_24:00,6
1993,11,123.2042857142857,1993-11-30,11/30/1993_24:00,6
1993,12,123.36233333333332,1993-12-31,12/31/1993_24:00,6
1994,1,123.45709677419354,1994-01-31,01/31/1994_24:00,6
1994,2,123.26851851851852,1994-02-28,02/28/1994_24:00,6
1994,3,123.50275862068965,1994-03-31,03/31/1994_24:00,6
1994,4,123.58166666666666,1994-04-30,04/30/1994_24:00,6
1994,5,123.28766666666667,1994-05-31,05/31/1994_24:00,6
1994,6,123.57566666666666,1994-06-30,06/30/1994_24:00,6
1994,7,123.79967741935484,1994-07-31,07/31/1994_24:00,6
1994,8,123.50419354838711,1994-08-31,08/31/1994_24:00,6
1994,9,123.72423076923077,1994-09-30,09/30/1994_24:00,6
1994,10,123.18299999999999,1994-10-31,10/31/1994_24:00,6
1994,11,123.63266666666667,1994-11-30,11/30/1994_24:00,6
1994,12,123.507,1994-12-31,12/31/1994_24:00,6
1995,1,122.50655172413794,1995-01-31,01/31/1995_24:00,6
1995,2,122.93928571428572,1995-02-28,02/28/1995_24:00,6
1995,3,122.61774193548388,1995-03-31,03/31/1995_24:00,6
1995,4,122.73966666666666,1995-04-30,04/30/1995_24:00,6
1995,5,123.19096774193548,1995-05-31,05/31/1995_24:00,6
1995,6,122.61933333333333,1995-06-30,06/30/1995_24:00,6
1995,7,122.70827586206896,1995-07-31,07/31/1995_24:00,6
1995,8,123.39642857142857,1995-08-31,08/31/1995_24:00,6
1995,9,122.81111111111112,1995-09-30,09/30/1995_24:00,6
1995,10,123.66900000000001,1995-10-31,10/31/1995_24:00,6
1995,11,123.58275862068966,1995-11-30,11/30/1995_24:00,6
1995,12,123.84,1995-12-31,12/31/1995_24:00,6
1996,1,123.49645161290321,1996-01-31,01/31/1996_24:00,6
1996,2,122.43769230769232,1996-02-29,02/29/1996_24:00,6
1996,3,123.24333333333334,1996-03-31,03/31/1996_24:00,6
1996,4,123.27,1996-04-30,04/30/1996_24:00,6
1996,5,122.96766666666666,1996-05-31,05/31/1996_24:00,6
1996,6,123.74241379310345,1996-06-30,06/30/1996_24:00,6
1996,7,124.06214285714285,1996-07-31,07/31/1996_24:00,6
1996,8,123.88516129032259,1996-08-31,08/31/1996_24:00,6
1996,9,122.97433333333333,1996-09-30,09/30/1996_24:00,6
1996,10,123.36258064516129,1996-10-31,10/31/1996_24:00,6
1996,11,123.31862068965516,1996-11-30,11/30/1996_24:00,6
1996,12,122.925,1996-12-31,12/31/1996_24:00,6
1997,1,122.8103448275862,1997-01-31,01/31/1997_24:00,6
1997,2,123.01071428571429,1997-02-28,02/28/1997_24:00,6
1997,3,123.67066666666666,1997-03-31,03/31/1997_24:00,6
1997,4,123.76433333333333,1997-04-30,04/30/1997_24:00,6
1997,5,123.91548387096775,1997-05-31,05/31/1997_24:00,6
1997,6,124.04233333333333,1997-06-30,06/30/1997_24:00,6
1997,7,123.96064516129033,1997-07-31,07/31/1997_24:00,6
1997,8,123.75870967741936,1997-08-31,08/31/1997_24:00,6
1997,9,123.71533333333333,1997-09-30,09/30/1997_24:00,6
1997,10,123.79967741935484,1997-10-31,10/31/1997_24:00,6
1997,11,123.84066666666666,1997-11-30,11/30/1997_24:00,6
1997,12,123.56566666666666,1997-12-31,12/31/1997_24:00,6
1998,1,123.6174193548387,1998-01-31,01/31/1998_24:00,6
1998,2,123.18107142857143,1998-02-28,02/28/1998_24:00,6
1998,3,122.9948275862069,1998-03-31,03/31/1998_24:00,6
1998,4,122.1665,1998-04-30,04/30/1998_24:00,6
1998,5,122.83913043478262,1998-05-31,05/31/1998_24:00,6
1998,6,123.10708333333334,1998-06-30,06/30/1998_24:00,6
1998,7,123.10300000000001,1998-07-31,07/31/1998_24:00,6
1998,8,123.51103448275863,1998-08-31,08/31/1998_24:00,6
1998,9,123.74379310344828,1998-09-30,09/30/1998_24:00,6
1998,10,123.6144827586207,1998-10-31,10/31/1998_24:00,6
1998,11,123.70599999999999,1998-11-30,11/30/1998_24:00,6
1998,12,123.38903225806452,1998-12-31,12/31/1998_24:00,6
1999,1,123.41933333333333,1999-01-31,01/31/1999_24:00,6
1999,2,123.10214285714287,1999-02-28,02/28/1999_24:00,6
1999,3,123.26612903225806,1999-03-31,03/31/1999_24:00,6
1999,4,123.3288888888889,1999-04-30,04/30/1999_24:00,6
1999,5,123.59677419354838,1999-05-31,05/31/1999_24:00,6
1999,6,123.61037037037038,1999-06-30,06/30/1999_24:00,6
1999,7,123.5255172413793,1999-07-31,07/31/1999_24:00,6
1999,8,123.45833333333333,1999-08-31,08/31/1999_24:00,6
1999,9,122.85642857142857,1999-09-30,09/30/1999_24:00,6
1999,10,123.181,1999-10-31,10/31/1999_24:00,6
1999,11,122.915,1999-11-30,11/30/1999_24:00,6
1999,12,123.3752,1999-12-31,12/31/1999_24:00,6
2000,1,122.95677419354838,2000-01-31,01/31/2000_24:00,6
2000,2,123.03857142857143,2000-02-29,02/29/2000_24:00,6
2000,3,123.10677419354839,2000-03-31,03/31/2000_24:00,6
2000,4,123.32285714285715,2000-04-30,04/30/2000_24:00,6
2000,5,123.40064516129033,2000-05-31,05/31/2000_24:00,6
2000,6,123.43866666666666,2000-06-30,06/30/2000_24:00,6
2000,7,123.86258064516129,2000-07-31,07/31/2000_24:00,6
2000,8,123.5,2000-08-31,08/31/2000_24:00,6
2000,9,123.03033333333333,2000-09-30,09/30/2000_24:00,6
2000,10,123.82677419354839,2000-10-31,10/31/2000_24:00,6
2000,11,123.70466666666667,2000-11-30,11/30/2000_24:00,6
2000,12,123.60275862068966,2000-12-31,12/31/2000_24:00,6
2001,1,123.5983870967742,2001-01-31,01/31/2001_24:00,6
2001,2,123.31535714285714,2001-02-28,02/28/2001_24:00,6
2001,3,123.18903225806451,2001-03-31,03/31/2001_24:00,6
2001,4,123.402,2001-04-30,04/30/2001_24:00,6
2001,5,123.4283870967742,2001-05-31,05/31/2001_24:00,6
2001,6,123.64793103448275,2001-06-30,06/30/2001_24:00,6
2001,7,124.0893103448276,2001-07-31,07/31/2001_24:00,6
2001,8,123.32967741935484,2001-08-31,08/31/2001_24:00,6
2001,9,123.45766666666667,2001-09-30,09/30/2001_24:00,6
2001,10,123.59870967741935,2001-10-31,10/31/2001_24:00,6
2001,11,123.357,2001-11-30,11/30/2001_24:00,6
2001,12,123.43516129032257,2001-12-31,12/31/2001_24:00,6
2002,1,122.75741935483872,2002-01-31,01/31/2002_24:00,6
2002,2,122.77464285714287,2002-02-28,02/28/2002_24:00,6
2002,3,123.66193548387096,2002-03-31,03/31/2002_24:00,6
2002,4,123.872,2002-04-30,04/30/2002_24:00,6
2002,5,123.80935483870968,2002-05-31,05/31/2002_24:00,6
2002,6,123.80433333333333,2002-06-30,06/30/2002_24:00,6
2002,7,123.94,2002-07-31,07/31/2002_24:00,6
2002,8,123.63935483870968,2002-08-31,08/31/2002_24:00,6
2002,9,123.42800000000001,2002-09-30,09/30/2002_24:00,6
2002,10,123.71225806451612,2002-10-31,10/31/2002_24:00,6
2002,11,123.519,2002-11-30,11/30/2002_24:00,6
2002,12,123.25129032258064,2002-12-31,12/31/2002_24:00,6
2003,1,122.83451612903225,2003-01-31,01/31/2003_24:00,6
2003,2,123.84821428571429,2003-02-28,02/28/2003_24:00,6
2003,3,123.593,2003-03-31,03/31/2003_24:00,6
2003,4,123.73689655172413,2003-04-30,04/30/2003_24:00,6
2003,5,122.83166666666666,2003-05-31,05/31/2003_24:00,6
2003,6,123.24133333333333,2003-06-30,06/30/2003_24:00,6
2003,7,123.85689655172413,2003-07-31,07/31/2003_24:00,6
2003,8,123.67903225806452,2003-08-31,08/31/2003_24:00,6
2003,9,123.57666666666667,2003-09-30,09/30/2003_24:00,6
2003,10,123.94451612903227,2003-10-31,10/31/2003_24:00,6
2003,11,123.78933333333333,2003-11-30,11/30/2003_24:00,6
2003,12,123.53193548387098,2003-12-31,12/31/2003_24:00,6
2004,1,123.70806451612903,2004-01-31,01/31/2004_24:00,6
2004,2,123.63413793103447,2004-02-29,02/29/2004_24:00,6
2004,3,123.35161290322581,2004-03-31,03/31/2004_24:00,6
2004,4,123.51333333333334,2004-04-30,04/30/2004_24:00,6
2004,5,123.45838709677419,2004-05-31,05/31/2004_24:00,6
