STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS,Datetime
MDO,M,15,STORAGE,19650201 0000,19650301 0000,13600.0,,AF,1965-02-01
MDO,M,15,STORAGE,19650301 0000,19650331 0000,19700.0,,AF,1965-03-01
MDO,M,15,STORAGE,19650401 0000,19650430 0000,22600.0,,AF,1965-04-01
MDO,M,15,STORAGE,19650501 0000,19650531 0000,25700.0,,AF,1965-05-01
MDO,M,15,STORAGE,19650701 0000,19650731 0000,21500.0,,AF,1965-07-01
MDO,M,15,STORAGE,19650801 0000,19650831 0000,13400.0,,AF,1965-08-01
MDO,M,15,STORAGE,19650901 0000,19650930 0000,10700.0,,AF,1965-09-01
MDO,M,15,STORAGE,19651001 0000,19651031 0000,22500.0,,AF,1965-10-01
MDO,M,15,STORAGE,19651101 0000,19651130 0000,20300.0,,AF,1965-11-01
MDO,M,15,STORAGE,19651201 0000,19651231 0000,18360.0,,AF,1965-12-01
MDO,M,15,STORAGE,19660101 0000,19660131 0000,16600.0,,AF,1966-01-01
MDO,M,15,STORAGE,19660201 0000,19660228 0000,15100.0,,AF,1966-02-01
MDO,M,15,STORAGE,19660301 0000,19660331 0000,18470.0,,AF,1966-03-01
MDO,M,15,STORAGE,19660501 0000,19660531 0000,25600.0,,AF,1966-05-01
MDO,M,15,STORAGE,19660601 0000,19660630 0000,23700.0,,AF,1966-06-01
MDO,M,15,STORAGE,19660701 0000,19660731 0000,16100.0,,AF,1966-07-01
MDO,M,15,STORAGE,19660801 0000,19660831 0000,11000.0,,AF,1966-08-01
MDO,M,15,STORAGE,19661101 0000,19661130 0000,5900.0,,AF,1966-11-01
MDO,M,15,STORAGE,19661201 0000,19661231 0000,20000.0,,AF,1966-12-01
MDO,M,15,STORAGE,19670101 0000,19670131 0000,18570.0,,AF,1967-01-01
MDO,M,15,STORAGE,19670201 0000,19670301 0000,16500.0,,AF,1967-02-01
MDO,M,15,STORAGE,19670301 0000,19670331 0000,18900.0,,AF,1967-03-01
MDO,M,15,STORAGE,19670401 0000,19670430 0000,20900.0,,AF,1967-04-01
MDO,M,15,STORAGE,19670901 0000,19670930 0000,14000.0,,AF,1967-09-01
MDO,M,15,STORAGE,19671201 0000,19671231 0000,15440.0,,AF,1967-12-01
MDO,M,15,STORAGE,19680101 0000,19680131 0000,13780.0,,AF,1968-01-01
